Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C1861172,Venous Thromboembolism,,-2.2,3.6,3.4,30286,378,134,6,4.5,1.8,285|4907|7534|55840|64805|79184,ANGPT2|NT5E|YWHAZ|EAF2|P2RY12|BRCC3,-0.025,Ccdc115
TRRUST,34,TRR00275,Regulated by: ESR1,,-2.2,7.7,4.2,30286,88,134,3,2.2,1.3,367|2321|27429,AR|FLT1|HTRA2,-0.015,Ccdc115
DisGeNET,35,C0018553,"Hamartoma Syndrome, Multiple",,-2.1,4.2,3.5,30286,270,134,5,3.7,1.6,367|2263|9122|10803|64805,AR|FGFR2|SLC16A4|CCR9|P2RY12,-0.015,Ccdc115
Cell Type Signatures,7,M41690,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-2.1,3.2,3.2,30286,502,134,7,5.2,1.9,3187|3326|7314|7534|9934|27306|220988,HNRNPH1|HSP90AB1|UBB|YWHAZ|P2RY14|HPGDS|HNRNPA3,-0.015,Ccdc115
COVID,200,COVID035,RNA_Sun_Calu-3_0h_Down,,-2.1,5.3,3.7,30286,171,134,4,3,1.5,8633|23767|64922|401494,UNC5C|FLRT3|LRRC19|HACD4,-0.015,Ccdc115
DisGeNET,35,C3875321,Inflammatory dermatosis,,-2.1,3.5,3.3,30286,382,134,6,4.5,1.8,2263|3567|3858|7010|10758|27306,FGFR2|IL5|KRT10|TEK|TRAF3IP2|HPGDS,-0.012,Ccdc115
TRRUST,34,TRR00645,Regulated by: JUN,,-2.1,5.3,3.7,30286,172,134,4,3,1.5,367|4747|4988|84707,AR|NEFL|OPRM1|BEX2,-0.012,Ccdc115
DisGeNET,35,C0025362,Mental Retardation,,-2.1,3.1,3.2,30286,504,134,7,5.2,1.9,367|2321|3187|4747|7337|9037|93986,AR|FLT1|HNRNPH1|NEFL|UBE3A|SEMA5A|FOXP2,-0.012,Ccdc115
DisGeNET,35,C0578870,Chronic idiopathic urticaria,,-2.1,7.6,4.2,30286,89,134,3,2.2,1.3,71|3567|27306,ACTG1|IL5|HPGDS,-0.012,Ccdc115
Cell Type Signatures,7,M39067,MANNO MIDBRAIN NEUROTYPES HDA,,-2.1,3.1,3.2,30286,506,134,7,5.2,1.9,2742|2823|55450|57515|84707|93986|408263,GLRA2|GPM6A|CAMK2N1|SERINC1|BEX2|FOXP2|FNDC9,-0.0073,Ccdc115
DisGeNET,35,C1176475,Ductal Carcinoma,,-2.1,4.1,3.5,30286,273,134,5,3.7,1.6,226|285|367|2321|27306,ALDOA|ANGPT2|AR|FLT1|HPGDS,-0.0073,Ccdc115
DisGeNET,35,C0494463,"Alzheimer Disease, Late Onset",,-2.1,3.5,3.3,30286,385,134,6,4.5,1.8,71|808|8633|27306|27328|29119,ACTG1|CALM3|UNC5C|HPGDS|PCDH11X|CTNNA3,-0.0073,Ccdc115
Cell Type Signatures,7,M41712,FAN OVARY CL10 PUTATIVE EARLY ATRESIA GRANULOSA CELL,,-2.1,4.1,3.5,30286,274,134,5,3.7,1.6,71|226|808|3151|6613,ACTG1|ALDOA|CALM3|HMGN2|SUMO2,-0.0047,Ccdc115
DisGeNET,35,C0917801,Sleeplessness,,-2.1,5.2,3.7,30286,174,134,4,3,1.5,71|367|4988|27429,ACTG1|AR|OPRM1|HTRA2,-0.0047,Ccdc115
DisGeNET,35,C0278595,Adult Fibrosarcoma,,-2.1,3.5,3.3,30286,387,134,6,4.5,1.8,2246|2321|7010|7150|9068|388015,FGF1|FLT1|TEK|TOP1|ANGPTL1|RTL1,-0.0021,Ccdc115
Cell Type Signatures,7,M39305,CUI DEVELOPING HEART C8 MACROPHAGE,,-2.1,4.1,3.5,30286,275,134,5,3.7,1.6,2124|2857|4067|5734|27306,EVI2B|GPR34|LYN|PTGER4|HPGDS,-0.0019,Ccdc115
DisGeNET,35,C4290046,trachomatis,,-2.1,5.2,3.7,30286,175,134,4,3,1.5,71|2321|3567|27306,ACTG1|FLT1|IL5|HPGDS,-0.0014,Ccdc115
DisGeNET,35,C0021125,Impulsive Behavior,,-2.1,4.1,3.4,30286,276,134,5,3.7,1.6,367|3357|4988|27429|124512,AR|HTR2B|OPRM1|HTRA2|METTL23,-0.00068,Ccdc115
Cell Type Signatures,7,M39257,MENON FETAL KIDNEY 7 LOOPOF HENLE CELLS DISTAL,,-2.1,4.1,3.4,30286,276,134,5,3.7,1.6,226|3858|4747|28958|84707,ALDOA|KRT10|NEFL|COA3|BEX2,-0.00068,Ccdc115
DisGeNET,35,C0011168,Deglutition Disorders,,-2.1,3.5,3.3,30286,389,134,6,4.5,1.8,367|443|3567|4907|5354|29978,AR|ASPA|IL5|NT5E|PLP1|UBQLN2,-0.00045,Ccdc115
Cell Type Signatures,7,M39223,LAKE ADULT KIDNEY C4 PROXIMAL TUBULE EPITHELIAL CELLS S2,,-2.1,5.1,3.7,30286,176,134,4,3,1.5,9037|55082|93986|151050,SEMA5A|ARGLU1|FOXP2|KANSL1L,0,Ccdc115
Cell Type Signatures,7,M41659,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,,-2.1,3.5,3.3,30286,391,134,6,4.5,1.8,71|2823|9037|11228|23452|26136,ACTG1|GPM6A|SEMA5A|RASSF8|ANGPTL2|TES,0,Ccdc115
Cell Type Signatures,7,M39245,LAKE ADULT KIDNEY C26 MESANGIAL CELLS,,-2.1,5.1,3.7,30286,177,134,4,3,1.5,7150|8633|10973|55082,TOP1|UNC5C|ASCC3|ARGLU1,0,Ccdc115
Cell Type Signatures,7,M41753,RUBENSTEIN SKELETAL MUSCLE B CELLS,,-2.1,5.1,3.7,30286,177,134,4,3,1.5,2124|4869|55840|79161,EVI2B|NPM1|EAF2|TMEM243,0,Ccdc115
Cell Type Signatures,7,M41717,FAN OVARY CL15 SMALL ANTRAL FOLLICLE GRANULOSA CELL,,-2.1,2.8,3.1,30286,645,134,8,6,2,52|71|3187|3326|5094|7150|7529|11259,ACP1|ACTG1|HNRNPH1|HSP90AB1|PCBP2|TOP1|YWHAB|FILIP1L,0,Ccdc115
Cell Type Signatures,7,M41710,FAN OVARY CL8 MATURE CUMULUS GRANULOSA CELL 2,,-2.1,2.8,3.1,30286,646,134,8,6,2,226|808|3151|3184|5094|5354|6613|28958,ALDOA|CALM3|HMGN2|HNRNPD|PCBP2|PLP1|SUMO2|COA3,0,Ccdc115
DisGeNET,35,C0153690,Secondary malignant neoplasm of bone,,-2.1,2.8,3.1,30286,647,134,8,6,2,285|367|2263|2321|7010|9122|9358|23452,ANGPT2|AR|FGFR2|FLT1|TEK|SLC16A4|ITGBL1|ANGPTL2,0,Ccdc115
DisGeNET,35,C4511452,Sporadic Parkinson disease,,-2.1,5.1,3.6,30286,179,134,4,3,1.5,9037|10846|27306|27429,SEMA5A|PDE10A|HPGDS|HTRA2,0,Ccdc115
Cell Type Signatures,7,M41745,RUBENSTEIN SKELETAL MUSCLE FAP CELLS,,-2.1,5.1,3.6,30286,179,134,4,3,1.5,9068|23741|57142|91851,ANGPTL1|EID1|RTN4|CHRDL1,0,Ccdc115
DisGeNET,35,C3553764,Joint hyperflexibility,,-2.1,5,3.6,30286,181,134,4,3,1.5,4998|5000|7337|9037,ORC1|ORC4|UBE3A|SEMA5A,0,Ccdc115
COVID,200,COVID346,RNA_Wilk_B-cells_patient-C5_Down,,-2.1,5,3.6,30286,181,134,4,3,1.5,4067|10209|25957|55082,LYN|EIF1|PNISR|ARGLU1,0,Ccdc115
DisGeNET,35,C0013132,Drooling,,-2.1,7.1,4,30286,95,134,3,2.2,1.3,7337|10846|93986,UBE3A|PDE10A|FOXP2,0,Ccdc115
DisGeNET,35,C0152020,Gastroparesis,,-2.1,7.1,4,30286,95,134,3,2.2,1.3,4988|10803|27429,OPRM1|CCR9|HTRA2,0,Ccdc115
DisGeNET,35,C0206708,Cervical Intraepithelial Neoplasia,,-2.1,3.4,3.2,30286,398,134,6,4.5,1.8,367|2263|4907|7337|23452|27306,AR|FGFR2|NT5E|UBE3A|ANGPTL2|HPGDS,0,Ccdc115
DisGeNET,35,C1850049,Clinodactyly of the 5th finger,,-2.1,4,3.4,30286,284,134,5,3.7,1.6,658|2263|4998|5000|7337,BMPR1B|FGFR2|ORC1|ORC4|UBE3A,0,Ccdc115
DisGeNET,35,C0206695,"Carcinoma, Neuroendocrine",,-2.1,5,3.6,30286,182,134,4,3,1.5,367|3567|4907|5734,AR|IL5|NT5E|PTGER4,0,Ccdc115
DisGeNET,35,C0752304,Hypoxic-Ischemic Encephalopathy,,-2.1,5,3.6,30286,182,134,4,3,1.5,2246|3769|4747|7010,FGF1|KCNJ13|NEFL|TEK,0,Ccdc115
DisGeNET,35,C0265219,Miller Dieker syndrome,,-2.1,5,3.6,30286,182,134,4,3,1.5,2246|2321|4869|7337,FGF1|FLT1|NPM1|UBE3A,0,Ccdc115
Cell Type Signatures,7,M39211,ZHENG CORD BLOOD C2 PUTATIVE BASOPHIL EOSINOPHIL MAST CELL PROGENITOR,,-2,7.1,4,30286,96,134,3,2.2,1.3,3326|26136|27306,HSP90AB1|TES|HPGDS,0,Ccdc115
DisGeNET,35,C0003130,Anoxia,,-2,3.9,3.3,30286,287,134,5,3.7,1.6,285|367|2321|7010|9122,ANGPT2|AR|FLT1|TEK|SLC16A4,0,Ccdc115
DisGeNET,35,C0032897,Prader-Willi Syndrome,,-2,4.9,3.5,30286,184,134,4,3,1.5,367|3357|7337|23741,AR|HTR2B|UBE3A|EID1,0,Ccdc115
COVID,200,COVID192,RNA_Stukalov_A549-ACE2_30h_Down,,-2,7,3.9,30286,97,134,3,2.2,1.3,3151|10026|84707,HMGN2|PIGK|BEX2,0,Ccdc115
DisGeNET,35,C0040822,Tremor,,-2,3,3.1,30286,528,134,7,5.2,1.9,367|443|5354|7534|10846|23767|27429,AR|ASPA|PLP1|YWHAZ|PDE10A|FLRT3|HTRA2,0,Ccdc115
DisGeNET,35,C0026277,Mixed Salivary Gland Tumor,,-2,4.9,3.5,30286,185,134,4,3,1.5,367|2263|2321|27306,AR|FGFR2|FLT1|HPGDS,0,Ccdc115
Cell Type Signatures,7,M39189,HAY BONE MARROW CD34 POS PRE B,,-2,6.9,3.9,30286,98,134,3,2.2,1.3,1687|3006|79161,GSDME|H1-2|TMEM243,0,Ccdc115
DisGeNET,35,C0852036,Pregnancy associated hypertension,,-2,4.9,3.5,30286,186,134,4,3,1.5,71|2321|7534|27306,ACTG1|FLT1|YWHAZ|HPGDS,0,Ccdc115
DisGeNET,35,C0740457,Malignant neoplasm of kidney,,-2,2.7,3,30286,664,134,8,6,2,367|808|2321|4907|8633|9122|27306|91851,AR|CALM3|FLT1|NT5E|UNC5C|SLC16A4|HPGDS|CHRDL1,0,Ccdc115
DisGeNET,35,C2316810,Chronic kidney disease stage 5,,-2,2.7,3,30286,666,134,8,6,2,285|2321|5354|5734|7534|27306|64805|283652,ANGPT2|FLT1|PLP1|PTGER4|YWHAZ|HPGDS|P2RY12|SLC24A5,0,Ccdc115
DisGeNET,35,C0042341,Varicocele,,-2,6.8,3.9,30286,99,134,3,2.2,1.3,52|367|27306,ACP1|AR|HPGDS,0,Ccdc115
Cell Type Signatures,7,M41667,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 2 CELL,,-2,3.3,3.2,30286,408,134,6,4.5,1.8,808|830|3151|6613|57515|220988,CALM3|CAPZA2|HMGN2|SUMO2|SERINC1|HNRNPA3,0,Ccdc115
DisGeNET,35,C2936719,Mechanical Allodynia,,-2,3.3,3.2,30286,408,134,6,4.5,1.8,3357|4988|7534|23767|64805|388015,HTR2B|OPRM1|YWHAZ|FLRT3|P2RY12|RTL1,0,Ccdc115
DisGeNET,35,C1535926,Neurodevelopmental Disorders,,-2,3,3.1,30286,534,134,7,5.2,1.9,7337|8452|10846|27306|57531|93986|347730,UBE3A|CUL3|PDE10A|HPGDS|HACE1|FOXP2|LRRTM1,0,Ccdc115
Cell Type Signatures,7,M41651,TRAVAGLINI LUNG BASAL CELL,,-2,4.8,3.5,30286,188,134,4,3,1.5,71|3187|4869|10209,ACTG1|HNRNPH1|NPM1|EIF1,0,Ccdc115
DisGeNET,35,C0221505,Lesion of brain,,-2,4.8,3.5,30286,188,134,4,3,1.5,2321|4747|5354|55840,FLT1|NEFL|PLP1|EAF2,0,Ccdc115
