Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Ccdc115,GO Biological Processes,19,GO:0051781,positive regulation of cell division,19_GO:0048518 positive regulation of biological process,-2.8,14,5.9,30286,94,71,3,4.2,2.4,2246|2263|8452,FGF1|FGFR2|CUL3,-1
Ccdc115,Reactome Gene Sets,6,R-HSA-5625740,RHO GTPases activate PKNs,,-2.8,14,5.9,30286,94,71,3,4.2,2.4,367|7529|7534,AR|YWHAB|YWHAZ,-1
Ccdc115,GO Biological Processes,19,GO:0071774,response to fibroblast growth factor,19_GO:0050896 response to stimulus,-2.8,13,5.9,30286,95,71,3,4.2,2.4,2246|2263|23767,FGF1|FGFR2|FLRT3,-1
Ccdc115,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-2.8,4.9,4.3,30286,527,71,6,8.5,3.3,71|285|2246|2263|2321|7010,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|TEK,-1
Ccdc115,Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-2.8,4.1,4.1,30286,722,71,7,9.9,3.5,71|367|808|3326|7529|7534|8452,ACTG1|AR|CALM3|HSP90AB1|YWHAB|YWHAZ|CUL3,-1
Ccdc115,GO Biological Processes,19,GO:0043270,positive regulation of monoatomic ion transport,19_GO:0051179 localization,-2.8,8.1,5,30286,211,71,4,5.6,2.7,808|5354|5532|64805,CALM3|PLP1|PPP3CB|P2RY12,-1
Ccdc115,KEGG Pathway,24,hsa05215,Prostate cancer,,-2.8,13,5.8,30286,97,71,3,4.2,2.4,367|2263|3326,AR|FGFR2|HSP90AB1,-1
Ccdc115,GO Biological Processes,19,GO:0009261,ribonucleotide catabolic process,19_GO:0008152 metabolic process,-2.8,13,5.8,30286,97,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-1
Ccdc115,Reactome Gene Sets,6,R-HSA-5693607,Processing of DNA double-strand break ends,,-2.8,13,5.8,30286,97,71,3,4.2,2.4,6613|7314|79184,SUMO2|UBB|BRCC3,-1
Ccdc115,GO Biological Processes,19,GO:0046545,development of primary female sexual characteristics,19_GO:0022414 reproductive process,-2.8,13,5.8,30286,97,71,3,4.2,2.4,658|7314|7337,BMPR1B|UBB|UBE3A,-1
Ccdc115,GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-2.8,4.8,4.3,30286,536,71,6,8.5,3.3,367|2263|3184|4067|7337|27429,AR|FGFR2|HNRNPD|LYN|UBE3A|HTRA2,-0.99
Ccdc115,Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-2.8,5.9,4.5,30286,362,71,5,7,3,4869|7314|7529|7534|246175,NPM1|UBB|YWHAB|YWHAZ|CNOT6L,-0.99
Ccdc115,GO Biological Processes,19,GO:0060349,bone morphogenesis,19_GO:0032502 developmental process,-2.8,13,5.8,30286,99,71,3,4.2,2.4,658|2263|7010,BMPR1B|FGFR2|TEK,-0.99
Ccdc115,KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-2.8,7.9,4.9,30286,215,71,4,5.6,2.7,808|3326|4067|5532,CALM3|HSP90AB1|LYN|PPP3CB,-0.99
Ccdc115,GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.8,7.9,4.9,30286,215,71,4,5.6,2.7,2246|2263|4988|7010,FGF1|FGFR2|OPRM1|TEK,-0.99
Ccdc115,GO Biological Processes,19,GO:0006195,purine nucleotide catabolic process,19_GO:0008152 metabolic process,-2.8,13,5.7,30286,100,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-0.98
Ccdc115,GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-2.8,4,4.1,30286,738,71,7,9.9,3.5,71|1687|3326|3567|4067|27429|92610,ACTG1|GSDME|HSP90AB1|IL5|LYN|HTRA2|TIFA,-0.98
Ccdc115,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-2.8,4.7,4.2,30286,542,71,6,8.5,3.3,4067|4869|7314|7534|8452|92421,LYN|NPM1|UBB|YWHAZ|CUL3|CHMP4C,-0.98
Ccdc115,GO Biological Processes,19,GO:0098609,cell-cell adhesion,19_GO:0009987 cellular process,-2.8,4.7,4.2,30286,542,71,6,8.5,3.3,71|4907|9358|23767|29119|64805,ACTG1|NT5E|ITGBL1|FLRT3|CTNNA3|P2RY12,-0.98
Ccdc115,Reactome Gene Sets,6,R-HSA-5607764,CLEC7A (Dectin-1) signaling,,-2.8,13,5.7,30286,101,71,3,4.2,2.4,808|5532|7314,CALM3|PPP3CB|UBB,-0.97
Ccdc115,GO Biological Processes,19,GO:0050679,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-2.8,7.8,4.9,30286,219,71,4,5.6,2.7,367|2246|2263|7010,AR|FGF1|FGFR2|TEK,-0.97
Ccdc115,GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-2.7,4,4,30286,746,71,7,9.9,3.5,808|4869|4998|8452|79184|92421|373509,CALM3|NPM1|ORC1|CUL3|BRCC3|CHMP4C|USP50,-0.96
Ccdc115,GO Biological Processes,19,GO:0044270,cellular nitrogen compound catabolic process,19_GO:0008152 metabolic process,-2.7,5.7,4.4,30286,373,71,5,7,3,226|3184|4907|10846|246175,ALDOA|HNRNPD|NT5E|PDE10A|CNOT6L,-0.95
Ccdc115,GO Biological Processes,19,GO:0046700,heterocycle catabolic process,19_GO:0008152 metabolic process,-2.7,5.7,4.4,30286,374,71,5,7,3,226|3184|4907|10846|246175,ALDOA|HNRNPD|NT5E|PDE10A|CNOT6L,-0.95
Ccdc115,GO Biological Processes,19,GO:0016579,protein deubiquitination,19_GO:0008152 metabolic process,-2.7,12,5.6,30286,104,71,3,4.2,2.4,1540|79184|373509,CYLD|BRCC3|USP50,-0.95
Ccdc115,KEGG Pathway,24,hsa04625,C-type lectin receptor signaling pathway,,-2.7,12,5.6,30286,104,71,3,4.2,2.4,808|1540|5532,CALM3|CYLD|PPP3CB,-0.95
Ccdc115,GO Biological Processes,19,GO:0022612,gland morphogenesis,19_GO:0032502 developmental process,-2.7,12,5.6,30286,104,71,3,4.2,2.4,367|2263|8452,AR|FGFR2|CUL3,-0.95
Ccdc115,CORUM,33,CORUM:3055,Nop56p-associated pre-rRNA complex,,-2.7,12,5.6,30286,104,71,3,4.2,2.4,4809|4869|7150,SNU13|NPM1|TOP1,-0.95
Ccdc115,GO Biological Processes,19,GO:0010389,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.7,12,5.6,30286,104,71,3,4.2,2.4,4998|79184|92421,ORC1|BRCC3|CHMP4C,-0.95
Ccdc115,GO Biological Processes,19,GO:0072523,purine-containing compound catabolic process,19_GO:0008152 metabolic process,-2.7,12,5.6,30286,105,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-0.94
Ccdc115,GO Biological Processes,19,GO:0008406,gonad development,19_GO:0022414 reproductive process,-2.7,7.6,4.8,30286,225,71,4,5.6,2.7,367|658|7314|7337,AR|BMPR1B|UBB|UBE3A,-0.94
Ccdc115,GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-2.7,5.6,4.4,30286,380,71,5,7,3,4869|4998|27429|79184|92421,NPM1|ORC1|HTRA2|BRCC3|CHMP4C,-0.93
Ccdc115,GO Biological Processes,19,GO:0035303,regulation of dephosphorylation,19_GO:0008152 metabolic process,-2.7,12,5.5,30286,106,71,3,4.2,2.4,808|3326|7529,CALM3|HSP90AB1|YWHAB,-0.93
Ccdc115,GO Biological Processes,19,GO:0032526,response to retinoic acid,19_GO:0050896 response to stimulus,-2.7,12,5.5,30286,106,71,3,4.2,2.4,2263|4067|27429,FGFR2|LYN|HTRA2,-0.93
Ccdc115,Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-2.7,4.6,4.1,30286,561,71,6,8.5,3.3,3326|4067|4998|5000|7314|92421,HSP90AB1|LYN|ORC1|ORC4|UBB|CHMP4C,-0.93
Ccdc115,GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-2.7,4.6,4.1,30286,561,71,6,8.5,3.3,1540|4067|64805|79184|92610|373509,CYLD|LYN|P2RY12|BRCC3|TIFA|USP50,-0.93
Ccdc115,GO Biological Processes,19,GO:0035265,organ growth,19_GO:0040007 growth,-2.7,12,5.5,30286,107,71,3,4.2,2.4,367|2263|7337,AR|FGFR2|UBE3A,-0.93
Ccdc115,GO Biological Processes,19,GO:0050920,regulation of chemotaxis,19_GO:0040011 locomotion,-2.7,7.5,4.8,30286,229,71,4,5.6,2.7,285|2246|4067|64805,ANGPT2|FGF1|LYN|P2RY12,-0.92
Ccdc115,GO Biological Processes,19,GO:0039531,regulation of cytoplasmic pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,12,5.5,30286,108,71,3,4.2,2.4,5094|79184|373509,PCBP2|BRCC3|USP50,-0.92
Ccdc115,Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,,-2.7,12,5.5,30286,108,71,3,4.2,2.4,71|808|2321,ACTG1|CALM3|FLT1,-0.92
Ccdc115,GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-2.7,7.4,4.7,30286,230,71,4,5.6,2.7,367|658|7314|7337,AR|BMPR1B|UBB|UBE3A,-0.92
Ccdc115,GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0008152 metabolic process,-2.7,5.5,4.3,30286,386,71,5,7,3,5094|7337|8452|10973|29978,PCBP2|UBE3A|CUL3|ASCC3|UBQLN2,-0.91
Ccdc115,GO Biological Processes,19,GO:0019439,aromatic compound catabolic process,19_GO:0008152 metabolic process,-2.6,5.4,4.3,30286,394,71,5,7,3,226|3184|4907|10846|246175,ALDOA|HNRNPD|NT5E|PDE10A|CNOT6L,-0.88
Ccdc115,GO Biological Processes,19,GO:0046660,female sex differentiation,19_GO:0022414 reproductive process,-2.6,11,5.4,30286,112,71,3,4.2,2.4,658|7314|7337,BMPR1B|UBB|UBE3A,-0.88
Ccdc115,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-2.6,3.8,3.9,30286,786,71,7,9.9,3.5,3567|4067|4869|4988|7314|7534|92610,IL5|LYN|NPM1|OPRM1|UBB|YWHAZ|TIFA,-0.86
Ccdc115,GO Biological Processes,19,GO:0051928,positive regulation of calcium ion transport,19_GO:0051179 localization,-2.6,11,5.2,30286,117,71,3,4.2,2.4,808|5354|5532,CALM3|PLP1|PPP3CB,-0.83
Ccdc115,GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-2.6,5.2,4.2,30286,407,71,5,7,3,367|2246|2263|2321|7010,AR|FGF1|FGFR2|FLT1|TEK,-0.82
Ccdc115,GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-2.6,6.9,4.5,30286,247,71,4,5.6,2.7,808|4067|5354|5532,CALM3|LYN|PLP1|PPP3CB,-0.82
Ccdc115,Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-2.5,11,5.1,30286,120,71,3,4.2,2.4,367|7314|9358,AR|UBB|ITGBL1,-0.8
Ccdc115,Reactome Gene Sets,6,R-HSA-69239,Synthesis of DNA,,-2.5,11,5.1,30286,120,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-0.8
Ccdc115,GO Biological Processes,19,GO:0048871,multicellular organismal-level homeostasis,19_GO:0042592 homeostatic process,-2.5,4.2,3.9,30286,603,71,6,8.5,3.3,71|1540|4067|4907|5532|7314,ACTG1|CYLD|LYN|NT5E|PPP3CB|UBB,-0.8
Ccdc115,GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.5,11,5.1,30286,121,71,3,4.2,2.4,1540|4067|92610,CYLD|LYN|TIFA,-0.8
Ccdc115,GO Biological Processes,19,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0050896 response to stimulus,-2.5,6.7,4.4,30286,253,71,4,5.6,2.7,2321|7010|7337|64805,FLT1|TEK|UBE3A|P2RY12,-0.79
Ccdc115,GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.5,5.1,4.1,30286,418,71,5,7,3,830|3567|64805|79184|373509,CAPZA2|IL5|P2RY12|BRCC3|USP50,-0.78
Ccdc115,GO Biological Processes,19,GO:0009166,nucleotide catabolic process,19_GO:0008152 metabolic process,-2.5,10,5.1,30286,123,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-0.78
Ccdc115,GO Biological Processes,19,GO:0070646,protein modification by small protein removal,19_GO:0008152 metabolic process,-2.5,10,5.1,30286,123,71,3,4.2,2.4,1540|79184|373509,CYLD|BRCC3|USP50,-0.78
Ccdc115,GO Biological Processes,19,GO:0045860,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.5,6.7,4.4,30286,256,71,4,5.6,2.7,808|2246|2321|3326,CALM3|FGF1|FLT1|HSP90AB1,-0.77
Ccdc115,GO Biological Processes,19,GO:0043200,response to amino acid,19_GO:0050896 response to stimulus,-2.5,10,5,30286,124,71,3,4.2,2.4,3184|4067|8452,HNRNPD|LYN|CUL3,-0.77
Ccdc115,KEGG Pathway,24,hsa04611,Platelet activation,,-2.5,10,5,30286,124,71,3,4.2,2.4,71|4067|64805,ACTG1|LYN|P2RY12,-0.77
Ccdc115,GO Biological Processes,19,GO:1901361,organic cyclic compound catabolic process,19_GO:0008152 metabolic process,-2.5,5.1,4.1,30286,422,71,5,7,3,226|3184|4907|10846|246175,ALDOA|HNRNPD|NT5E|PDE10A|CNOT6L,-0.77
Ccdc115,GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-2.5,5.1,4.1,30286,422,71,5,7,3,1540|4067|79184|92610|373509,CYLD|LYN|BRCC3|TIFA|USP50,-0.77
Ccdc115,GO Biological Processes,19,GO:0021782,glial cell development,19_GO:0032502 developmental process,-2.5,10,5,30286,126,71,3,4.2,2.4,443|4067|5354,ASPA|LYN|PLP1,-0.76
Ccdc115,GO Biological Processes,19,GO:0007093,mitotic cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.5,10,5,30286,126,71,3,4.2,2.4,4998|79184|92421,ORC1|BRCC3|CHMP4C,-0.76
Ccdc115,GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-2.5,5,4,30286,426,71,5,7,3,367|2263|3184|7337|8452,AR|FGFR2|HNRNPD|UBE3A|CUL3,-0.76
Ccdc115,GO Biological Processes,19,GO:0007610,behavior,19_GO:0032501 multicellular organismal process,-2.5,4.1,3.8,30286,619,71,6,8.5,3.3,4988|5532|7337|8528|27306|27429,OPRM1|PPP3CB|UBE3A|DDO|HPGDS|HTRA2,-0.76
Ccdc115,GO Biological Processes,19,GO:0071902,positive regulation of protein serine/threonine kinase activity,19_GO:0048518 positive regulation of biological process,-2.5,10,5,30286,127,71,3,4.2,2.4,808|2246|2321,CALM3|FGF1|FLT1,-0.75
Ccdc115,GO Biological Processes,19,GO:0046683,response to organophosphorus,19_GO:0050896 response to stimulus,-2.5,10,4.9,30286,128,71,3,4.2,2.4,4907|7010|64805,NT5E|TEK|P2RY12,-0.75
Ccdc115,Canonical Pathways,11,M186,PID PDGFRB PATHWAY,,-2.5,9.9,4.9,30286,129,71,3,4.2,2.4,4067|7529|7534,LYN|YWHAB|YWHAZ,-0.74
Ccdc115,GO Biological Processes,19,GO:0050864,regulation of B cell activation,19_GO:0002376 immune system process,-2.4,9.8,4.9,30286,130,71,3,4.2,2.4,1540|3567|4067,CYLD|IL5|LYN,-0.73
Ccdc115,GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,19_GO:0008152 metabolic process,-2.4,6.4,4.3,30286,267,71,4,5.6,2.7,808|2246|2321|4067,CALM3|FGF1|FLT1|LYN,-0.73
Ccdc115,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-2.4,4.1,3.8,30286,631,71,6,8.5,3.3,3184|4067|4869|4988|8452|64805,HNRNPD|LYN|NPM1|OPRM1|CUL3|P2RY12,-0.72
Ccdc115,Reactome Gene Sets,6,R-HSA-69206,G1/S Transition,,-2.4,9.8,4.9,30286,131,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-0.72
Ccdc115,GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-2.4,6.4,4.3,30286,268,71,4,5.6,2.7,658|3184|7150|7337,BMPR1B|HNRNPD|TOP1|UBE3A,-0.72
Ccdc115,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-2.4,4,3.7,30286,634,71,6,8.5,3.3,808|4988|5532|9934|10846|64805,CALM3|OPRM1|PPP3CB|P2RY14|PDE10A|P2RY12,-0.72
Ccdc115,GO Biological Processes,19,GO:1901292,nucleoside phosphate catabolic process,19_GO:0008152 metabolic process,-2.4,9.7,4.9,30286,132,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-0.72
Ccdc115,GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-2.4,6.3,4.2,30286,272,71,4,5.6,2.7,443|4067|5354|64805,ASPA|LYN|PLP1|P2RY12,-0.7
Ccdc115,Reactome Gene Sets,6,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),,-2.4,9.5,4.8,30286,134,71,3,4.2,2.4,6613|7314|79184,SUMO2|UBB|BRCC3,-0.7
Ccdc115,GO Biological Processes,19,GO:0043405,regulation of MAP kinase activity,19_GO:0008152 metabolic process,-2.4,9.5,4.8,30286,134,71,3,4.2,2.4,2246|2321|4067,FGF1|FLT1|LYN,-0.7
Ccdc115,GO Biological Processes,19,GO:0035966,response to topologically incorrect protein,19_GO:0050896 response to stimulus,-2.4,9.5,4.8,30286,135,71,3,4.2,2.4,3326|8452|84899,HSP90AB1|CUL3|TMTC4,-0.7
Ccdc115,GO Biological Processes,19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-2.4,6.2,4.2,30286,275,71,4,5.6,2.7,3187|4809|51691|220988,HNRNPH1|SNU13|LSM8|HNRNPA3,-0.69
Ccdc115,GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-2.4,6.2,4.2,30286,275,71,4,5.6,2.7,3187|4809|51691|220988,HNRNPH1|SNU13|LSM8|HNRNPA3,-0.69
Ccdc115,GO Biological Processes,19,GO:0016071,mRNA metabolic process,19_GO:0008152 metabolic process,-2.4,4,3.7,30286,645,71,6,8.5,3.3,3187|4809|5094|51691|220988|246175,HNRNPH1|SNU13|PCBP2|LSM8|HNRNPA3|CNOT6L,-0.69
Ccdc115,Reactome Gene Sets,6,R-HSA-202733,Cell surface interactions at the vascular wall,,-2.4,9.3,4.7,30286,137,71,3,4.2,2.4,285|4067|7010,ANGPT2|LYN|TEK,-0.68
Ccdc115,KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-2.4,9.3,4.7,30286,137,71,3,4.2,2.4,808|3326|4988,CALM3|HSP90AB1|OPRM1,-0.68
Ccdc115,GO Biological Processes,19,GO:0048754,branching morphogenesis of an epithelial tube,19_GO:0032502 developmental process,-2.4,9.3,4.7,30286,137,71,3,4.2,2.4,367|2246|2263,AR|FGF1|FGFR2,-0.68
Ccdc115,GO Biological Processes,19,GO:1904064,positive regulation of cation transmembrane transport,19_GO:0051179 localization,-2.4,9.3,4.7,30286,138,71,3,4.2,2.4,808|5354|5532,CALM3|PLP1|PPP3CB,-0.68
Ccdc115,GO Biological Processes,19,GO:0000375,"RNA splicing, via transesterification reactions",19_GO:0008152 metabolic process,-2.4,6.1,4.2,30286,279,71,4,5.6,2.7,3187|4809|51691|220988,HNRNPH1|SNU13|LSM8|HNRNPA3,-0.68
Ccdc115,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-2.4,4.7,3.8,30286,454,71,5,7,3,443|1540|3567|4067|4988,ASPA|CYLD|IL5|LYN|OPRM1,-0.67
Ccdc115,GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-2.4,9.2,4.7,30286,139,71,3,4.2,2.4,285|2246|7010,ANGPT2|FGF1|TEK,-0.67
Ccdc115,GO Biological Processes,19,GO:0001101,response to acid chemical,19_GO:0050896 response to stimulus,-2.4,9.2,4.7,30286,139,71,3,4.2,2.4,3184|4067|8452,HNRNPD|LYN|CUL3,-0.67
Ccdc115,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-2.4,3.9,3.7,30286,654,71,6,8.5,3.3,1540|1687|4067|79184|92610|373509,CYLD|GSDME|LYN|BRCC3|TIFA|USP50,-0.67
Ccdc115,GO Biological Processes,19,GO:0007548,sex differentiation,19_GO:0022414 reproductive process,-2.4,6.1,4.1,30286,281,71,4,5.6,2.7,367|658|7314|7337,AR|BMPR1B|UBB|UBE3A,-0.67
Ccdc115,Reactome Gene Sets,6,R-HSA-5693538,Homology Directed Repair,,-2.4,9.1,4.7,30286,140,71,3,4.2,2.4,6613|7314|79184,SUMO2|UBB|BRCC3,-0.67
Ccdc115,GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-2.4,4.7,3.8,30286,458,71,5,7,3,71|367|2246|2263|23767,ACTG1|AR|FGF1|FGFR2|FLRT3,-0.66
Ccdc115,Reactome Gene Sets,6,R-HSA-68867,Assembly of the pre-replicative complex,,-2.3,9.1,4.7,30286,141,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-0.66
Ccdc115,KEGG Pathway,24,hsa04120,Ubiquitin mediated proteolysis,,-2.3,9,4.6,30286,142,71,3,4.2,2.4,7314|7337|8452,UBB|UBE3A|CUL3,-0.65
Ccdc115,GO Biological Processes,19,GO:0002758,innate immune response-activating signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,9,4.6,30286,142,71,3,4.2,2.4,1540|4067|92610,CYLD|LYN|TIFA,-0.65
Ccdc115,GO Biological Processes,19,GO:0014074,response to purine-containing compound,19_GO:0050896 response to stimulus,-2.3,8.9,4.6,30286,143,71,3,4.2,2.4,4907|7010|64805,NT5E|TEK|P2RY12,-0.65
Ccdc115,GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,19_GO:0051179 localization,-2.3,8.9,4.6,30286,144,71,3,4.2,2.4,4869|5532|7534,NPM1|PPP3CB|YWHAZ,-0.64
Ccdc115,GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-2.3,5.9,4.1,30286,290,71,4,5.6,2.7,4869|4998|79184|92421,NPM1|ORC1|BRCC3|CHMP4C,-0.63
Ccdc115,GO Biological Processes,19,GO:0032006,regulation of TOR signaling,19_GO:0050896 response to stimulus,-2.3,8.8,4.6,30286,145,71,3,4.2,2.4,7337|7534|8452,UBE3A|YWHAZ|CUL3,-0.63
Ccdc115,GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-2.3,5.9,4,30286,291,71,4,5.6,2.7,5094|7337|8452|10973,PCBP2|UBE3A|CUL3|ASCC3,-0.63
Ccdc115,Reactome Gene Sets,6,R-HSA-8856828,Clathrin-mediated endocytosis,,-2.3,8.8,4.6,30286,146,71,3,4.2,2.4,71|7314|29978,ACTG1|UBB|UBQLN2,-0.63
Ccdc115,Reactome Gene Sets,6,R-HSA-3858494,Beta-catenin independent WNT signaling,,-2.3,8.8,4.6,30286,146,71,3,4.2,2.4,808|5532|7314,CALM3|PPP3CB|UBB,-0.63
Ccdc115,GO Biological Processes,19,GO:0043269,regulation of monoatomic ion transport,19_GO:0051179 localization,-2.3,4.5,3.7,30286,470,71,5,7,3,808|4067|5354|5532|64805,CALM3|LYN|PLP1|PPP3CB|P2RY12,-0.63
Ccdc115,GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-2.3,5.8,4,30286,294,71,4,5.6,2.7,443|4067|4988|23767,ASPA|LYN|OPRM1|FLRT3,-0.62
Ccdc115,KEGG Pathway,24,hsa05226,Gastric cancer,,-2.3,8.6,4.5,30286,149,71,3,4.2,2.4,2246|2263|29119,FGF1|FGFR2|CTNNA3,-0.6
Ccdc115,Reactome Gene Sets,6,R-HSA-5688426,Deubiquitination,,-2.3,5.7,4,30286,297,71,4,5.6,2.7,367|1540|7314|79184,AR|CYLD|UBB|BRCC3,-0.6
Ccdc115,Reactome Gene Sets,6,R-HSA-9612973,Autophagy,,-2.3,8.5,4.5,30286,151,71,3,4.2,2.4,3326|7314|92421,HSP90AB1|UBB|CHMP4C,-0.59
Ccdc115,GO Biological Processes,19,GO:0010950,positive regulation of endopeptidase activity,19_GO:0048518 positive regulation of biological process,-2.3,8.4,4.4,30286,153,71,3,4.2,2.4,4067|27429|373509,LYN|HTRA2|USP50,-0.58
Ccdc115,GO Biological Processes,19,GO:0001822,kidney development,19_GO:0032502 developmental process,-2.2,5.6,3.9,30286,303,71,4,5.6,2.7,285|2246|2263|7010,ANGPT2|FGF1|FGFR2|TEK,-0.58
Ccdc115,KEGG Pathway,24,hsa04921,Oxytocin signaling pathway,,-2.2,8.3,4.4,30286,154,71,3,4.2,2.4,71|808|5532,ACTG1|CALM3|PPP3CB,-0.57
Ccdc115,GO Biological Processes,19,GO:0034767,positive regulation of monoatomic ion transmembrane transport,19_GO:0051179 localization,-2.2,8.3,4.4,30286,154,71,3,4.2,2.4,808|5354|5532,CALM3|PLP1|PPP3CB,-0.57
Ccdc115,GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-2.2,4.4,3.6,30286,488,71,5,7,3,3187|4809|51691|220988|246175,HNRNPH1|SNU13|LSM8|HNRNPA3|CNOT6L,-0.57
Ccdc115,GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,19_GO:0051179 localization,-2.2,4.4,3.6,30286,489,71,5,7,3,808|4067|4988|5354|5532,CALM3|LYN|OPRM1|PLP1|PPP3CB,-0.56
Ccdc115,GO Biological Processes,19,GO:0046777,protein autophosphorylation,19_GO:0008152 metabolic process,-2.2,8.2,4.4,30286,156,71,3,4.2,2.4,2263|2321|4067,FGFR2|FLT1|LYN,-0.56
Ccdc115,GO Biological Processes,19,GO:1904062,regulation of monoatomic cation transmembrane transport,19_GO:0051179 localization,-2.2,5.5,3.9,30286,309,71,4,5.6,2.7,808|4067|5354|5532,CALM3|LYN|PLP1|PPP3CB,-0.55
Ccdc115,Reactome Gene Sets,6,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,,-2.2,5.5,3.9,30286,309,71,4,5.6,2.7,7314|7337|8452|57531,UBB|UBE3A|CUL3|HACE1,-0.55
Ccdc115,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-2.2,5.5,3.9,30286,310,71,4,5.6,2.7,808|2246|2263|7314,CALM3|FGF1|FGFR2|UBB,-0.55
